担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,類似度,参考情報, ,NGワード数,NGワード一覧,再履修
吉松,26023526,自分の情報を分かった上で依頼してもらうためにホームページで積極的に自己紹介をする。,弁護士という仕事に誇りを持つ。,やると決めたら楽しむ。,自分ができないことを痛感することで成長できる。,若いころは経験のなさからクライアントを不安にさせてしまうことが問題だった。, , , ,Pattern15,自分情報上依頼ためホームページ積極自己紹介弁護仕事誇り自分こと痛感こと成長ころ経験クライアント不安こと問題,0.61,"対象:21023021 時期:今学期全てのキーワード:仕事内容がイメージ（ドラマ）と違う。外から見た様子や、憧れだけでは失敗するかもしれないと思った,やると決めたら楽しむ。自分も楽しむことが何かをするうえで一番だと思う,丸投げされたときの成長。自分で考えて、自分で判断することがいかに成長するかを学べた。,決断が大事。生活をしていて、色々なことでおこるとおもうので、経験をつみたい。,自分が役に立つんだと思うことモチベーションを高めたり、ポジティブになるのでいいことだと思う", ,1,楽しむ, 
吉松,26023527,やると決めたらとことん楽しんでやること。嫌だと感じたら続けられなくなる。,初めてのことでも自分で調べて自分で考えて（自調自考）自身の責務を全うすること。,自分に来た波にはのってみてチャンスをつかむこと。,与えられたり、自分でやると決めた仕事については精一杯真摯に取り組むこと。,努力など自分から行動しないと何も得ることができない。, , , ,Pattern30,とことんことこと自分自分自自自身責務こと自分波チャンスこと自分仕事精一杯こと努力自分行動こと,0.63,"対象:22020740 時期:今学期全てのキーワード:「やると決めたら楽しむ」,成功体験が仕事をする上での自信につながる,自分のことをちっぽけな存在だと思うことが大人のはじまり,「自分で考えて自分で行動する」を新人のころからやる,「来た波には乗る」", ,0,, 
吉松,26023529,自分で考えて自分で行動する。,何事にも前向きに取り組む。,実績・信頼・自身のサイクルにより次に繋がる。,やると決めたら楽しむ。,楽しむということは自分の意志で決めることだ。, , , ,Pattern19,自分自分行動何事実績信頼自身サイクル次こと自分意志こと,0.63,"対象:22020038 時期:今学期全てのキーワード:やると決めたら楽しむこと,ポジティブ思考でいること,物事を俯瞰的に見ること,自分で考えて行動すること,実績を得て自信をつけ信頼を得てまた実績を得るというサイクルを続けたこと", ,1,楽しむ, 
吉松,26023530,嫌だと思ったらできないためやると決めたら楽しむということ。,熱中するのはいいが俯瞰的にみるということ。,自分のちっぽけさを感じた時が大人の始まりだということ。,与えられたものを自分のものにするということ。来た波に乗る。,一つ一つすべてのお仕事を真剣に行うということ。, , , ,Pattern13,ためこと熱中俯瞰こと自分時大人始まりこともの自分ものこと波一一すべて仕事真剣こと,0.66,"対象:23021569 時期:今学期全てのキーワード:知らないと怖いものはない「難しい」から始めるのではなく、「楽しい」から始める。,「やると決めたら楽しむ」自分が決めたことは最後まで楽しみ切る。,弁護士の仕事は第三者的に全力を尽くすこと。依頼者と同じ立場で物事を見てはいけない。,熱中することは良いことだが、俯瞰的な視点を持つことは、さらに大切。,自分の存在がちっぽけだなと感じることが大人の始まりと言える。", ,1,楽しむ, 
吉松,26023531,やると決めたら楽しむ。楽しむことなしにやりがいは得られないと感じた。,第三者視点で物事をみる。主観的な視点は時に、リスクを伴うと感じた。,相互の価値の重みの違いを認識する。相手とのやり取りの根幹だと感じた。,人との繋がり。身近な存在から広げていきたいと感じる。,波にのる。様々な機会に興味を持とうと感じた。, , , ,,,, , ,1,楽しむ, 
吉松,26023532,第3者的な視点を持たないとダメ,今と昔ではスピード感が違うので他にやりたいことができてる,独立してからより責任が重くなる,きた波には乗る,弁護士は枠がないのでなんでも道が広がる, , , ,,,, , ,0,, 
吉松,26023533,やると決めたら楽しむ,分からないから怖さがない,司法試験白紙提出,今の職に結びついてる法学部を語学からの消去法で選択,実績信頼自信のサイクル, , , ,,,, , ,1,楽しむ, 
吉松,26023536,（契約書）専門と宣言したことで、より仕事も増え、それにより知識も増えた。,やると決めたら楽しむこと。,第3者の目線から俯瞰的にみることが大切。,依頼（期待）してもらってるのなら、その波に乗り、真剣に向き合うようにしている。,依頼者を不安に感じさせないように、聞かれる前に自分から伝えることで、それが信頼へと繋がる。, , , ,Pattern110,契約専門宣言こと仕事知識こと3目線俯瞰こと依頼期待波真剣依頼不安前自分こと信頼,0.62,"対象:22022405 時期:今学期全てのキーワード:第三者的な位置から俯瞰的に物事を考えて全力で尽くすことが大切。,上手くいかなかったという経験をすることによって改善策を考える力がつき今後が上手くいく。,やると決めたからには楽しむ。,来た波には乗る。そうして積み重ねた実績が信頼を呼び信頼が自信を呼ぶという善のループを生む。,更新され続けていく物事に対して前向きに貪欲に学び続ける姿勢が大切。", ,1,楽しむ, 
吉松,26023537,やるときめたらたのしんでやる。,来た波には乗る。,知らないと怖いものはない。,前向きにとらえることが大事。,好奇心を持っていろんな現場に足を運んで自ら体験してそれを経験にしてほしい。, , , ,Pattern36,波ものこと好奇現場足自ら体験経験,0.65,"対象:22021348 時期:今学期全てのキーワード:知らないほど怖いものはない,実際に職を体験する大切さ,やりたいことをきちんと持つことの大切さ,やると決めたら楽しんでやる,いろいろな現場に行って好奇心をもって自ら体験することの大切さ", ,0,, 
吉松,26023538,やると決めたら楽しむ,弁護士の仕事は第三者的に全力を尽くすこと,来た波には乗る,努力しないと得るものはない,自分の知識を誰のために使うのか, , , ,Pattern88,弁護仕事三全力こと波努力もの自分知識ため,0.61,"対象:22023013 時期:今学期全てのキーワード:やると決めたら楽しむ,企業で人を育てる,弁護士の仕事は第三者に全力を尽くすこと,来た波にのる,人の役に立っていると実感できる", ,1,楽しむ, 
吉松,26023539,やると決めたら楽しむ,来た波には乗る,新しいことにチャレンジする,弁護士は第三者の立場から俯瞰的にみる,聞かれる前に連絡する, , , ,,,, , ,1,楽しむ, 
吉松,26023540,やると決めたら楽しむ！！基本的には依頼は断らない。,1つ1つの仕事に真剣に向き合う！税理士でもおそらく大事なことかなと思います。。。,将来こうなるという可能性を考えて関与先さんに説明する。,この世がすべて法律でもって回っていることが面白い←すごく共感します。,人から言われる前に自分から連絡することが信頼関係構築の上では大事。, , , ,Pattern41,基本依頼11仕事真剣税理こと将来関与先説明この世すべて法律こと共感前自分連絡こと信頼関係構築上,0.62,"対象:22021171 時期:今学期全てのキーワード:やるからには楽しむ,弁護士は客観的に状況を判断し、クライアントの将来のために動くことが大事,法律は判断の連続,自分で考える環境に初期から置いてもらえてたことは人生に置いて良い経験になる,聞かれる前に伝えることで信頼関係を築く", ,1,楽しむ, 
吉松,26023541,働かずに暮らすにはどうすればいいか,法律の知識しかないところに事例が与えられるのが不安,弁護士の仕事は第三者的に全力を尽くすこと,小島に任せたいと思った人がクライアントとしてきたらいい,自分の知識を他社の利益の為に使う, , , ,Pattern18,法律知識ところ事例不安弁護仕事三全力こと小島人クライアント自分知識他社利益為,0.61,"対象:22022841 時期:今学期全てのキーワード:何事も楽しんで全力で取り組む,自分に来た波には全力で乗っかる,司法試験のために蓄えた知識は即戦力になるわけじゃない,弁護士は第三者の視点で常にいることが大事,時代に沿って新しい法律の知識をアップデートすることは大事", ,0,, 
吉松,26023544,やると決めたら楽しむ,弁護士の仕事は第三者的に見ること,まだ伸びしろはある,来た波には乗る,弁護士の魅力は人の役に立てているのが実感できること, , , ,Pattern86,弁護仕事三こと波弁護魅力人役実感こと,0.6,"対象:22022154 時期:今学期全てのキーワード:やると決めたら楽しむ,来た波に乗る,弁護士は人の役に立っていると実感できる仕事,前向きにとらえる,全ての仕事に真剣勝負", ,1,楽しむ, 
吉松,26023546,やると決めたら楽しむ,弁護士は人の役に立てているということを実感できる仕事,関学なしには自分を語れない,他者の利益のために活用できる方法を探している,masteryforserviceを体現できる仕事, , , ,Pattern73,弁護人役こと実感仕事関学なし自分他者利益ため活用方法masteryforservice体現仕事,0.61,"対象:22022009 時期:今学期全てのキーワード:やると決めたら楽しむ,依頼された仕事は基本断らず、波に乗る,弁護士はmasteryforserviceが実践しやすい仕事,知らないと無敵,自分で現場に足を運び、自分の眼で確かめることを大切に", ,1,楽しむ, 
吉松,26023547,専門分野は自分の好きなものを宣言する場である,やると決めたら楽しむことが大事,弁護士は依頼者によりすぎず俯瞰的な視点を持たなければならない,来た波に乗っかって期待に応えられるように必死で努力する,実績を積めば信頼を得られて自信をつけることができる, , , ,Pattern76,専門分野自分もの宣言場こと弁護依頼俯瞰視点波期待努力実績信頼自信こと,0.64,"対象:22022043 時期:今学期全てのキーワード:専門分野とは自分の好きなものを宣言すること,やると決めたら楽しむ（と決める）、嫌だと思ったらできない,弁護士の仕事は第三者的に全力を尽くすこと,来た波には乗る,自分が努力しない限り、得られるものはない", ,1,楽しむ, 
吉松,26023551,やると決めたら楽しむ,自分はちっぽけなんだと知る,自分で考え、行動する,実績→信頼→自身,好奇心を持ってたくさんのことを経験する, , , ,Pattern38,自分自分行動実績信頼自身好奇こと経験,0.6,"対象:22021116 時期:今学期全てのキーワード:やると決めたら楽しむ,自分で考えて自分で行動する,傾聴,来た波には乗る,好奇心を持って、いろいろなことを経験する", ,1,楽しむ, 
吉松,26023553,いやだと思ったことはできないため、やるときめたら楽しむ。,第三者の立場で俯瞰的に依頼者に寄り添うことが大切。,いろんなことは想像せず、声をかけてもらった仕事はやってみる。,努力をしなければ何も得られないため、一つ一つの仕事を真剣に行う。,好奇心を持って自ら体験し、経験にすることが大切。, , , ,Pattern57,ことため三立場俯瞰依頼ことこと想像声仕事努力ため一一仕事真剣好奇自ら体験経験こと,0.6,"対象:22021547 時期:今学期全てのキーワード:やると決めたら楽しむ,第三者的な視点を持つこと,自分で考え行動することを新人の時代から経験すること,いかに正しい事実があっても負けてしまうことはあるが上手くいくと嬉しいということが弁護士のやりがい,好奇心を持っていろんな現場に足を運び自ら体験し経験にする", ,1,楽しむ, 
吉松,26023554,法律の勉強は無駄にはならない,目の前の仕事を全力でこなす,来た波に乗る,現場に足を運んで体験して、それを経験にする,やると決めたら楽しむ, , , ,Pattern121,法律勉強無駄前仕事全力波現場足体験経験,0.67,"対象:24022535 時期:今学期全てのキーワード:やると決めたら楽しむ,来た波に乗る,目の前の仕事を全力でやる,人とのつながりは自分を助けてくれる,好奇心を持って体験し経験する", ,1,楽しむ, 
吉松,26023557,やると決めたら楽しむ,物事を俯瞰的に見る,努力をしない限り得られるものはない,実績・信頼・自信は循環している,好奇心を持って自ら体験し、それを経験にする, , , ,Pattern102,物事俯瞰努力限りもの実績信頼自信循環好奇自ら体験経験,0.7,"対象:23021236 時期:今学期全てのキーワード:自分が努力をしない限り何か得られるものはない,全て真剣勝負,やると決めたら楽しむ,実績・信頼・自信,好奇心・体験・経験", ,1,楽しむ, 
吉松,26023558,やると決めたら楽しむ,俯瞰的に考えて第三者の立場からサポートすることが大切,きた波には乗る,１つ１つの仕事に真剣に取り組む,自分と相手が考えている物の重さ（価値観）は違う, , , ,,,, , ,1,楽しむ, 
吉松,26023559,やると決めたら楽しむ,客観的に見ることによって説明の内容が変わってくる,熱意によって結果が少しでも変わる,身近な人からも大切なことは学べる,クライアントの希望を裏切らないように日ごろから頑張る, , , ,,,, , ,1,楽しむ, 
吉松,26023560,弁護士の仕事は、第三者的に全力を尽くすこと。依頼者とは違う視点から全体を俯瞰して考える。,大変なことから逃げたりせず、やると決めたらポジティブに楽しむ。,心の中では迷っていても、来た波には乗ってみる。,自分が努力をしない限り得られるものは何もない。,ひとつひとつの仕事に対し、責任をもってすべて真剣勝負で。, , , ,Pattern11,弁護仕事三全力こと依頼視点全体俯瞰ことポジティブ中波自分努力限りものひとひと仕事責任すべて真剣勝負,0.65,"対象:21023005 時期:今学期全てのキーワード:何も知識がなかったからこそ怖いものがなかったことが逆に良かった。,すると決めると最後まで楽しんでやりきることが大事。,弁護士は第三者の視点から一人一人になにが最適かを考えを出す。,すべての仕事は真剣勝負であり、自分の努力次第で得られるものが増え、努力しなければ何も得られない。,結婚した後でも資格を取って選択肢を広げるのが大事。", ,1,楽しむ, 
吉松,26023561,やると決めたら楽しむ,弁護士の仕事は第三者目線で全力ですること,論再実験で逆転,新しい波が来たら乗る,関学なしに今の私は語れない, , , ,Pattern88,弁護仕事三目線全力こと論実験逆転波関学なし今,0.6,"対象:22023013 時期:今学期全てのキーワード:やると決めたら楽しむ,企業で人を育てる,弁護士の仕事は第三者に全力を尽くすこと,来た波にのる,人の役に立っていると実感できる", ,1,楽しむ, 
吉松,26023563,来た波に乗る,やると決めたら楽しむ,好奇心を持ってさまざまな経験をする,この世の中は法律で回ってる,ロースクール, , , ,,,, , ,1,楽しむ, 
吉松,26023564,やると決めたら楽しむ,物事を俯瞰的にみる視点が大切,きた波に乗る,全てにおいて真剣勝負,聞かれる前に連絡する, , , ,Pattern86,物事俯瞰視点波全て真剣勝負前連絡,0.61,"対象:23021287 時期:今学期全てのキーワード:やると決めたら楽しむ,まだのびしろがある,来た波には乗る,1つ1つの仕事は真剣勝負,関学が全ての出発点", ,1,楽しむ, 
吉松,26023566,やると決めたら楽しむ,来た波には乗る,実績→信頼→自信→実績,一つ一つの仕事は全て真剣勝負,関学は全ての出発点, , , ,Pattern59,波実績信頼自信実績一一仕事全て真剣勝負関学全て出発点,0.63,"対象:22021568 時期:今学期全てのキーワード:やると決めたら楽しむ,第三者的な視点,来た波には乗る,実績、信頼、自信のサイクル,関学がすべての出発点", ,1,楽しむ, 
吉松,26023569,第三者的に全力を尽くす,来た波に乗る,やると決めたら楽しむ,熱中しながらも俯瞰的に見る,弁護士のホームページ開設のパイオニア, , , ,,,, , ,1,楽しむ, 
吉松,26023571,やると決めたことは前向きに楽しむ,どこで興味のあることに出会うかはわからない,難しいことでも遅れすぎず適度に楽観的にとらえて挑戦する,最終的な結果を想像しすぎずに波にのる,今後の目標はないが今までどうり目の前の仕事に誠意をもって取り組む, , , ,,,, , ,1,楽しむ, 
吉松,26023573,やると決めたら楽しむ,熱中することは大切だが時には俯瞰して見ることが大事,好奇心から自ら行動や体験をして学ぶことが大切,来た波には乗る,自分に来た情報は自分のものにする, , , ,Pattern68,熱中こと時俯瞰こと好奇自ら行動体験こと波自分情報自分もの,0.63,"対象:22021714 時期:今学期全てのキーワード:やったことないことをやってみる,決断が鈍るのは自分の持っている情報が十分ではないからである,やると決めたら楽しむ,熱中せず俯瞰的に見てみる,好奇心を持っていろんな現場に足を運んで自ら体験する", ,1,楽しむ, 
吉松,26023580,好奇心を持って行動する,やると決めたら楽しむ,自分の存在に気づいたら大人の始まり,自分で考えて自分で行動する,やると決めたら最後までやりきる, , , ,Pattern97,好奇行動自分存在大人始まり自分自分行動最後,0.65,"対象:22022816 時期:今学期全てのキーワード:やると言ったらやる,やると決めたら楽しむ,楽しむことは自分で決める,自分をちっぽけに感じることが大人の始まり,自分で考え、行動する大切さ", ,1,楽しむ, 
吉松,26023583,流れてきた波には乗る,やるからには楽しむ,自分が努力しない限り何か得られるものはないから一つ一つの仕事は真剣勝負,聞かれる前に連絡する,人の役に立てているのがダイレクトにわかるところが弁護士の魅力, , , ,Pattern18,波自分努力限りもの一一仕事真剣勝負前連絡役ところ弁護魅力,0.66,"対象:22023253 時期:今学期全てのキーワード:やると決めたら楽しむ,来た波には乗る,新人の頃から多くの仕事を任されていたことがいまに繋がっている,自分が努力しない限り得られるものはない,法律問題は決断の連続", ,1,楽しむ, 
吉松,26023584,大学の間に留学など沢山の経験をする,来た波に乗る,やると決めたら楽しむ,好奇心を持って自ら体験して経験とする,自分が努力しないと得られるものは無い, , , ,Pattern104,大学間留学経験波好奇自ら体験経験自分努力もの,0.61,"対象:22023594 時期:今学期全てのキーワード:来た波に乗る,新しいことにチャレンジする,努力をしない限り得られるものはない,人との出会いが自分を助けてくれる,自ら体験してそれを経験にする", ,1,楽しむ, 
吉松,26023585,司法試験,裁判官,検察官,司法修習生,弁護士, , , ,Pattern166,司法試験裁判検察司法修習弁護,0.69,"対象:22023474 時期:今学期全てのキーワード:司法修習,顧問の弁護士,司法試験,やると決めたら楽しむ,波が来たら乗る", ,0,, 
吉松,26023586,自分のやりたいことを自分のペースでやっていく中でやると決めたら楽しむということ,研修を通じ能力の高い人と出会うことで自分の存在がちっぽけであると感じるてやっと大人に近づくこと,依頼者と同じ立場ではなく第三者として全体を俯瞰しなにがよいのかを考えないと弁護士の意味がないこと,裁判ではいかに事実として正しい事実でも主張し証拠の裏付けができないと負けてしまうということ,来た波には乗り波を作ってくれる人には「実績」という形で返し信頼を得て自信につながりまた実績を得ること, , , ,Pattern1,自分こと自分ペース中こと研修能力人こと自分存在大人こと依頼立場三全体俯瞰弁護意味こと裁判事実事実主張証拠裏付けこと波乗り人実績形信頼自信実績こと,0.63,"対象:21020020 時期:今学期全てのキーワード:仕事をする上で俯瞰的になる、第三者的な視点を持たなければならない。,現状に満足せずに、のびしろがあることを理解する。すべてのことに一生懸命に取り組む。,人との出会いが自分を助けてくれる。その出会いによって、来た波には乗る。チャンスは掴む。,今の世の中は調べればすぐに情報を得られるが、好奇心を持って、自分で現場に足を運ぶことが大事。,やると決めたら楽しむ。この楽しむということは自分の意志によって実感することができる。", ,1,楽しむ, 
吉松,26023587,やるときめたことは楽しんでやる,検察官は事情聴取がいやで、裁判官は難しかったため、弁護士になった。,自分のことを知ってもらったうえで仕事を受けることがよい,自分にとってはありふれたものでも依頼主にとってはそうではないものもあるので細心の注意を払っている,資格をとるときは、資格についてあまり知らないほうがとっつきやすい場合もある, , , ,Pattern21,こと検察事情聴取裁判ため弁護自分ことうえ仕事こと自分もの依頼主もの注意資格とき資格ほう場合,0.63,"対象:22023483 時期:今学期全てのキーワード:依頼者の思いに同化してしまうのではなく、第三者の視点から見ることが大切。,自分で考えて自分で行動する。,弁護士の仕事人の役に立てる,好奇心を持って色々な現場に足を運んで自分の力にしてほしい。,司法試験", ,0,, 
吉松,26023588,好奇心を持つ,やると決めたら楽しむ,いろいろなことに挑戦する,全力で楽しむ,失敗しても大丈夫, , , ,Pattern90,好奇こと挑戦全力失敗,0.6,"対象:22022207 時期:今学期全てのキーワード:新しいことに挑戦する,印象だけで決めつけない,新しく始めてみると楽しいと感じられるかもしれない,努力する,計画をしっかり立てる", ,1,楽しむ, 
吉松,26023590,消去法,司法試験の勉強は底なし沼だった,環境がつらくて泣くこともあった,全然寝られない時期もあった,世の中のほとんどが法律によって動いている, , , ,Pattern281,消去法司法試験勉強底なし沼環境こと時期世の中ほとんど法律,0.62,"対象:25023151 時期:今学期全てのキーワード:やると決めたら楽しむ,法律で世の中が動いている,知らなければなんでも出来る(先入観を持たなければ難しいことも恐れずに挑戦できるということ),放任主義,消去法", ,0,, 
吉松,26023593,周りと比較したときに劣っていることにかこつけて将来の判断をしないこと,どんな仕事にも丁寧にとり組む誠実さ,年月をかけて知識を蓄えることの大切さ,座学と実践を同じものととらえないこと,自分のペースで成長し続ける粘り強さ, , , ,Pattern63,周り比較ときこと将来判断こと仕事誠実年月知識こと座学実践ものこと自分ペース成長,0.61,"対象:22021646 時期:今学期全てのキーワード:やると決めたら楽しんでやる。,専門を決めるということは好きなことを宣言するということ。,座学と実習では必要な知識の深さが異なることがある。,頼まれたことは一生懸命取り組む。,上司は巡り合わせで選べない。", ,0,, 
吉松,26023596,自分で考え、自分で行動することが未来の自分に繋がる。,やると決めたら楽しみ、やりきることは大切である。,目の前に来た仕事をやりきることで自分の道が広がる。,自分の未熟さが分かることが大人になるきっかけである。,儲かると思われている仕事でも、努力しないとお金は降ってこない。一つ一つの仕事に真剣に取り組むべき。, , , ,Pattern105,自分自分行動こと未来自分楽しみこと前仕事こと自分道自分こと大人きっかけ仕事努力金一一仕事真剣,0.62,"対象:22022334 時期:今学期全てのキーワード:自分のことをちっぽけだと思った瞬間が大人の始まりであるということ,どれだけ経験を積んでもまだ自分には伸び代があると考えることでより成長できるということ,やると決めたことは楽しんでやるということ,あれこれと結果を想像しすぎずに来た波には乗ってみてその波とまっすぐに向き合うということ,何かが欲しい何かになりたいと思っていても自分が行動しないと何も得られないということ", ,0,, 
吉松,26023597,やると決めたら楽しむ,自分のペースでやっていかないと進まない,第三者の目線で物事を見る,来た波に乗る,聞かれる前に連絡する, , , ,,,, , ,1,楽しむ, 
吉松,26023598,弁護士は裁判よりも会議ばかり,書面作りが一番きつい,出来ないを経験,来た波に乗る,やると決めたら楽しむ, , , ,Pattern189,弁護裁判会議書面作り経験波,0.61,"対象:23021035 時期:今学期全てのキーワード:経験,第三者的な視点,細分化,解釈,来た波に乗る", ,1,楽しむ, 
吉松,26023599,やると決めたら楽しむこと。自分のやりたくないことはしなくてよいが、一度決めたら最後まで楽しんで行う。,物事を俯瞰的にみる第三者の視点はとても重要であるということ。,新しいことにチャレンジすること。そしてきた波には乗り、しっかしとそれを返す。,自分の成功体験を実感することでそれが自分の将来の自信へとつながる。,実績を得ることで信頼を作り、それが自信になる。これの繰り返しで成長する。, , , ,Pattern1,こと自分こと一度最後物事俯瞰三視点ことことチャレンジこと波乗り自分成功体験実感こと自分将来自信実績こと信頼自信繰り返し成長,0.67,"対象:21020020 時期:今学期全てのキーワード:仕事をする上で俯瞰的になる、第三者的な視点を持たなければならない。,現状に満足せずに、のびしろがあることを理解する。すべてのことに一生懸命に取り組む。,人との出会いが自分を助けてくれる。その出会いによって、来た波には乗る。チャンスは掴む。,今の世の中は調べればすぐに情報を得られるが、好奇心を持って、自分で現場に足を運ぶことが大事。,やると決めたら楽しむ。この楽しむということは自分の意志によって実感することができる。", ,1,楽しむ, 
吉松,26023601,来た波にはのる,目の前のの一つ一つの仕事に対し真剣に向き合う,第三者的思考をもつ,すると決めたら楽しむ,自ら足を運んで体験する, , , ,Pattern24,波前一一仕事真剣三思考自ら足体験,0.61,"対象:23021283 時期:今学期全てのキーワード:やるときめたら楽しむ,来た波には乗る,一つ一つの仕事はすべて真剣勝負,聞かれる前に連絡をする,目の前に来たお仕事をやることしか頭にない", ,1,楽しむ, 
吉松,26023602,やると決めたら、楽しむ。,俯瞰的に自分のことを見る。,法学部?政治法律学科,留学経験が就活にいい。,時代にと共に、起こり得る問題にめぐる新たな法律を作る。(チャットGPT), , , ,,,, , ,1,楽しむ, 
吉松,26023604,やると決めたら全力でやる,弁護士の仕事は第三者の視点でその人の将来にとっていいことを考える,この世のすべては法律で回っている,法律問題は決断の連続,弁護士の仕事は他者の利益のためにmasteryforserviceの体現を実践できる, , , ,Pattern144,全力弁護仕事三視点人将来ことこの世すべて法律法律問題決断連続弁護仕事他者利益ためmasteryforservice体現実践,0.64,"対象:22023307 時期:今学期全てのキーワード:やると決めたら楽しむ,第三者的な視点で物事を見る,弁護士は自分の知識を他者のために使うという点でMasteryforServiceを実践しやすい,裁判で主張の裏付けが出来た時やりがいを感じる,弁護士はコミュニケーションの力が大切", ,0,, 
吉松,26023606,やると決めたら楽しんでやる。,自分で考えて行動する,実績で返し、信頼を得る,やりきる力,プライドを持つ, , , ,Pattern45,自分行動実績信頼力プライド,0.77,"対象:22023568 時期:今学期全てのキーワード:やると決めたら、楽しむ,自分で考えて、自分で行動する,波になる,実績をあげ、信頼を得る。,やり切りの力", ,0,, 
吉松,26023613,専門とは、自分の好きな分野のこと,弁護士の仕事は、第三者的に全力を尽くすこと,舞い込んできたチャンスを自分のものにする,聞かれる前に人に連絡する。信頼関係がとても大切。,人との出会いが、自分を助けてくれる。人との出会いは大切。, , , ,Pattern7,専門自分分野こと弁護仕事三全力ことチャンス自分もの前人連絡信頼関係出会い自分人出会い,0.63,"対象:22023768 時期:今学期全てのキーワード:専門分野は自分の好きなことを宣言するということだ,やると決めたら楽しむ,知っていなければ怖いものはない,法律問題は決断の連続,弁護士は依頼者の目線に立つのではなく、全体を俯瞰して第三者的に全力を尽くすことが大切", ,0,, 
吉松,26023614,嫌だからやりませんではなく、すべてをこなす,第三者的に全力を尽くす,ちょっと違う面から俯瞰して考える,法律問題は決断の連続,楽しむ力がないとしんどくなる, , , ,Pattern18,すべて三全力面俯瞰法律問題決断連続力,0.65,"対象:22022354 時期:今学期全てのキーワード:やると決めたら楽しむ,弁護士は第三者的に全力を尽くす,法律問題は決断の連続,傾聴,来た波に乗る", ,1,楽しむ, 
吉松,26023615,来た波には乗る,何かやると決めたら楽しむことが大事,弁護士として依頼を受ける際には第三者の視点で見ることが大事,一つ一つの仕事すべてに真剣勝負で挑む,弁護士は人の役に立てているとはっきり実感できる仕事, , , ,Pattern87,波こと弁護依頼際三視点こと一一仕事すべて真剣勝負弁護人役実感仕事,0.64,"対象:22022295 時期:今学期全てのキーワード:何事もやると決めたら楽しむ,一つ一つの仕事が真剣勝負,新しいこと（法律）にどう順応するか,顧客との仕事やその将来について俯瞰して見る,関学は全ての出発点", ,1,楽しむ, 
吉松,26023617,自分でやると決めたことは楽しんですることが大切,時に自分の存在が小さく見えてくるときがあるがそれが大人への始まりかもしれない,仕事を任せてもらえたことで自分で考えることが増えて大人の自分が形作られる,波に乗るということそれはその波を作ってくれた人に誠心誠意向き合うということ,実績を上げることで信頼を得てその信頼が自分の自信を生むということの繰り返し, , , ,Pattern1,自分ことこと時自分存在とき大人始まり仕事こと自分こと大人自分こと波人誠心誠意こと実績こと信頼信頼自分自信こと繰り返し,0.63,"対象:22020951 時期:今学期全てのキーワード:依頼者と同じ視点に立つのではなく俯瞰的に物事をみることが大切。,一回試験を受けて落ちることで自分の実力や試験の厳しさなどといった現実を知ることができる。,嫌と感じてしまった時点でやるか辞めるかの二択になるのでやると決めたら楽しむ。,自分には説得力がないと思って自身がないことはすぐに相手に伝わってしまう。,何かに誘われたとき自分のことを信用してくれているわけだから基本断らず真摯に前向きに取り組む。", ,0,, 
吉松,26023618,やると決めたからには楽しんでやる,司法試験の勉強などしんどいことでも興味を持ったことなら楽しんで勉強されていた,やってきたチャンスには後先を考えすぎずに波に乗ってみる,好奇心を持って色々な事柄を自分の足を運んで調べる,小島先生にとってのマスタリーフォアサービスは自分の知識を他者の利益のために提供すること, , , ,Pattern7,司法試験勉強こと興味こと勉強チャンス後先波好奇事柄自分足小島先生マスタリーフォアサービス自分知識他者利益ため提供こと,0.61,"対象:21021050 時期:今学期全てのキーワード:やると決めたら楽しむ,仕事のオファーが来たら断らない,上司が新人の時から仕事を任せてくれたため、新人時代から自ら考えて行動していた,今マスタリーフォアサービスを実感するときは、他社の利益のために自分の知識を使うことができるときである,ネットなどで様々な情報が知れる時代だが、好奇心を持ち色々な場に足を運び自ら体験し経験にするべきである", ,0,, 
吉松,26023620,やると決めたら楽しむ,自分に伸びしろがあると思う,聞かれる前に連絡する,若い時から自分で考えて行動することの大事さ,人の役に立つ喜び, , , ,,,, , ,1,楽しむ, 
吉松,26023621,自分のペースを大事にすることで成功した,来た波に対してしっかり乗り切る力が大事,来た仕事に対して誠心誠意をもって取り組む,実績を上げて信頼を得るそれが次の自信へとつながる,やると決めたら楽しむこじまさんは仕事は楽しんでやっていた, , , ,Pattern22,自分ペースこと成功波力仕事誠心誠意実績信頼次自信じま仕事,0.66,"対象:22022074 時期:今学期全てのキーワード:やると決めたら楽しむ,自分の小ささを知ることが大人の始まり,自主自律,誠心誠意取り組む,実績→信頼→自信", ,1,楽しむ, 
吉松,26023623,関学はいつ行っても自分達の想い出に帰れる場所,この世は法律で回っている,他人に振り回されずマイペース,やると決めたら楽しむ,自分に来た話に乗って自分のものにしていく, , , ,,,, , ,1,楽しむ, 
吉松,26023625,やると決めたらとことん楽しむ。,来た波に乗る。,勉強を楽しんでする。,クライアントが安心できるように説明をする。,感情移入しすぎず、第三者の目線でいて、俯瞰的に物事を見て行動する。, , , ,Pattern28,とことん波勉強クライアント安心説明感情移入三目線俯瞰物事行動,0.6,"対象:22023757 時期:今学期全てのキーワード:いやだと思うと何もできないのでやると決めたら楽しむ,やりたいこと、したいことが見つかったら集中する,第三者的に、俯瞰して物事を見る,自分で考え行動し、波に乗ってみる,好奇心を持って色々な現場に足を運んで自ら体験してそれを経験する（例）インターン、バイト", ,1,楽しむ, 
